data_id,treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78,agesq,agecube,educsq,educcube,u74,u75,educ_re74,re74sq,re75sq,hisp_u74
CPS1,0,26,18,0,0,1,0,336.9939,0,0,676,17576,324,5832,0,1,6065.8901,113564.88,0,0
CPS1,0,32,13,0,0,1,0,19800.35,19681.02,25564.67,1024,32768,169,2197,0,0,257404.55,392053856,387342528,0
CPS1,0,19,12,0,0,1,0,6044.3379,7257.9678,17972.109,361,6859,144,1728,0,0,72532.055,36534020,52678096,0
CPS1,0,33,13,0,0,1,0,18957.869,17765.369,25564.67,1089,35937,169,2197,0,0,246452.3,359400800,315608352,0
CPS1,0,22,16,0,0,0,0,4036.0901,1090.306,16823.92,484,10648,256,4096,0,0,64577.441,16290023,1188767.3,0
CPS1,0,41,12,0,0,1,0,11553.8,17906.811,22662.41,1681,68921,144,1728,0,0,138645.59,133490288,320653856,0
CPS1,0,23,12,0,0,1,0,13575.76,12371.13,21023.619,529,12167,144,1728,0,0,162909.13,184301248,153044848,0
CPS1,0,28,12,0,0,1,0,17508.01,18058.98,20695.561,784,21952,144,1728,0,0,210096.13,306530400,326126784,0
CPS1,0,40,17,0,0,1,0,3144.623,2440.21,1884.101,1600,64000,289,4913,0,0,53458.594,9888654,5954624.5,0
CPS1,0,53,8,0,0,1,1,0,0,0,2809,148877,64,512,1,1,0,0,0,0
CPS1,0,17,11,0,0,0,1,22186.74,23897.23,19247.391,289,4913,121,1331,0,0,244054.14,492251456,571077632,0
CPS1,0,45,12,0,0,1,0,15891.61,12858.1,17076.609,2025,91125,144,1728,0,0,190699.33,252543280,165330720,0
CPS1,0,19,12,0,0,0,0,6154.0571,0,14966.41,361,6859,144,1728,0,1,73848.688,37872420,0,0
CPS1,0,42,12,0,0,0,0,6291.2061,4606.5,0,1764,74088,144,1728,0,0,75494.469,39579272,21219842,0
CPS1,0,51,10,0,0,1,1,15809.32,14412.1,16175.2,2601,132651,100,1000,0,0,158093.2,249934608,207708608,0
CPS1,0,35,12,0,0,1,0,14698.42,20957.52,22971.26,1225,42875,144,1728,0,0,176381.03,216043552,439217632,0
CPS1,0,40,12,0,0,1,0,24338.01,18938.029,16820.961,1600,64000,144,1728,0,0,292056.13,592338688,358648960,0
CPS1,0,31,14,0,0,1,0,18005.66,23116.65,23188.49,961,29791,196,2744,0,0,252079.25,324203808,534379520,0
CPS1,0,28,16,0,0,1,0,25862.32,24565.02,25480.439,784,21952,256,4096,0,0,413797.13,668859584,603440192,0
CPS1,0,43,16,0,0,1,0,25862.32,25243.551,25564.67,1849,79507,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,18,11,0,0,0,1,0,2390.0811,0,324,5832,121,1331,1,0,0,0,5712487.5,0
CPS1,0,47,15,0,0,1,0,25862.32,25243.551,25564.67,2209,103823,225,3375,0,0,387934.81,668859584,637236864,0
CPS1,0,17,10,0,0,0,1,456.50919,603.33868,0,289,4913,100,1000,0,0,4565.0918,208400.64,364017.56,0
CPS1,0,49,13,0,0,1,0,25862.32,25243.551,24803.641,2401,117649,169,2197,0,0,336210.16,668859584,637236864,0
CPS1,0,28,12,0,0,0,0,20584.061,18368.711,19002.09,784,21952,144,1728,0,0,247008.72,423703552,337409536,0
CPS1,0,24,12,0,0,0,0,11116.88,7320.6289,11374.06,576,13824,144,1728,0,0,133402.56,123585016,53591608,0
CPS1,0,21,12,0,0,0,0,9590.6113,17197.84,16671.711,441,9261,144,1728,0,0,115087.34,91979824,295765696,0
CPS1,0,40,12,0,0,1,0,25862.32,25243.551,25564.67,1600,64000,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,55,9,0,0,1,1,25862.32,25243.551,25564.67,3025,166375,81,729,0,0,232760.88,668859584,637236864,0
CPS1,0,34,17,0,0,1,0,22347.4,14009.27,8393.4873,1156,39304,289,4913,0,0,379905.81,499406304,196259632,0
CPS1,0,40,10,0,0,1,1,1175.5601,7773.5811,13977.82,1600,64000,100,1000,0,0,11755.601,1381941.5,60428564,0
CPS1,0,35,10,0,0,1,1,7774.3711,11959.35,20386.721,1225,42875,100,1000,0,0,77743.711,60440844,143026048,0
CPS1,0,26,13,0,0,0,0,23042.939,22020.971,0,676,17576,169,2197,0,0,299558.22,530977056,484923136,0
CPS1,0,53,12,0,0,1,0,22884.24,24563.23,24081.029,2809,148877,144,1728,0,0,274610.88,523688448,603352320,0
CPS1,0,21,12,0,0,1,0,18585.6,19106.32,25564.67,441,9261,144,1728,0,0,223027.19,345424512,365051488,0
CPS1,0,39,12,0,0,1,0,25862.32,25243.551,22470.311,1521,59319,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,48,10,0,0,1,1,25862.32,25243.551,25564.67,2304,110592,100,1000,0,0,258623.2,668859584,637236864,0
CPS1,0,27,14,0,0,1,0,14998.19,19901.23,24431.25,729,19683,196,2744,0,0,209974.67,224945712,396058976,0
CPS1,0,49,11,0,0,1,1,25327.439,25243.551,24938.109,2401,117649,121,1331,0,0,278601.84,641479168,637236864,0
CPS1,0,53,10,0,0,1,1,19089.141,16895.27,23189.961,2809,148877,100,1000,0,0,190891.41,364395296,285450144,0
CPS1,0,51,8,0,0,0,1,2288.4241,4300.355,5814.854,2601,132651,64,512,0,0,18307.393,5236884.5,18493052,0
CPS1,0,21,12,0,0,0,0,12364.93,17038.5,23302.27,441,9261,144,1728,0,0,148379.16,152891488,290310496,0
CPS1,0,46,12,0,0,1,0,25862.32,25243.551,25564.67,2116,97336,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,19,12,0,0,0,0,1297.035,4490.1289,10988.37,361,6859,144,1728,0,0,15564.42,1682299.9,20161258,0
CPS1,0,30,12,0,0,1,0,24204.779,25243.551,25564.67,900,27000,144,1728,0,0,290457.34,585871360,637236864,0
CPS1,0,36,12,0,0,1,0,25862.32,23156.029,25564.67,1296,46656,144,1728,0,0,310347.84,668859584,536201696,0
CPS1,0,28,9,0,0,1,1,7337.4541,9089.4678,12210.45,784,21952,81,729,0,0,66037.086,53838232,82618424,0
CPS1,0,17,9,0,0,0,1,0,0,5483.8428,289,4913,81,729,1,1,0,0,0,0
CPS1,0,29,10,0,0,1,1,713.1731,4542.0479,7781.708,841,24389,100,1000,0,0,7131.731,508615.88,20630198,0
CPS1,0,52,12,0,0,0,0,22537.449,22815.869,23600.77,2704,140608,144,1728,0,0,270449.38,507936608,520563872,0
CPS1,0,38,16,0,0,1,0,21283.52,20697.92,20704.43,1444,54872,256,4096,0,0,340536.31,452988192,428403904,0
CPS1,0,46,12,0,0,1,0,23299.6,17178.15,25564.67,2116,97336,144,1728,0,0,279595.19,542871360,295088864,0
CPS1,0,55,8,0,0,1,1,25862.32,25243.551,24395.789,3025,166375,64,512,0,0,206898.56,668859584,637236864,0
CPS1,0,35,12,0,0,1,0,23852.109,21954.73,21137.4,1225,42875,144,1728,0,0,286225.31,568923136,482010176,0
CPS1,0,51,12,0,0,1,0,19353.641,19620.15,19820.75,2601,132651,144,1728,0,0,232243.69,374563392,384950304,0
CPS1,0,19,12,0,0,0,0,3567.825,3988.8391,5485.3208,361,6859,144,1728,0,0,42813.898,12729375,15910837,0
CPS1,0,20,12,0,0,0,0,13812.83,16650,24474.109,400,8000,144,1728,0,0,165753.97,190794272,277222496,0
CPS1,0,24,12,0,0,1,0,16655.73,17743.891,20005.461,576,13824,144,1728,0,0,199868.77,277413344,314845664,0
CPS1,0,38,10,0,0,1,1,24206.74,25243.551,18795.199,1444,54872,100,1000,0,0,242067.41,585966272,637236864,0
CPS1,0,42,8,0,0,1,1,18767.82,19161.82,21143.311,1764,74088,64,512,0,0,150142.56,352231072,367175360,0
CPS1,0,34,9,0,0,1,1,17703.93,22846.311,25564.67,1156,39304,81,729,0,0,159335.38,313429120,521953920,0
CPS1,0,42,12,0,0,1,0,12991.9,14240.23,14951.64,1764,74088,144,1728,0,0,155902.81,168789472,202784160,0
CPS1,0,39,12,0,0,1,0,29.389,196.9355,6855.1738,1521,59319,144,1728,0,0,352.668,863.71332,38783.59,0
CPS1,0,22,16,0,0,0,0,366.3829,6794.2739,17378.061,484,10648,256,4096,0,0,5862.1265,134236.44,46162160,0
CPS1,0,48,12,0,0,1,0,10054.96,9626.5654,9643.6436,2304,110592,144,1728,0,0,120659.52,101102216,92670760,0
CPS1,0,41,8,0,0,1,1,17178.85,11230.69,14546.74,1681,68921,64,512,0,0,137430.8,295112864,126128408,0
CPS1,0,16,9,0,0,0,1,0,1351.694,11079.99,256,4096,81,729,1,0,0,0,1827076.6,0
CPS1,0,23,14,0,0,0,0,2645.01,4001.3711,13558.14,529,12167,196,2744,0,0,37030.141,6996078,16010971,0
CPS1,0,32,16,0,0,1,0,12768.54,15914.18,9105.751,1024,32768,256,4096,0,0,204296.64,163035616,253261120,0
CPS1,0,18,12,0,0,0,0,6416.5991,9927.3389,10573.13,324,5832,144,1728,0,0,76999.188,41172744,98552056,0
CPS1,0,34,16,0,1,1,0,25862.32,25243.551,25564.67,1156,39304,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,32,15,0,0,0,0,21667.529,17623.939,22943.18,1024,32768,225,3375,0,0,325012.94,469481824,310603232,0
CPS1,0,53,8,0,0,1,1,25862.32,25243.551,11134.67,2809,148877,64,512,0,0,206898.56,668859584,637236864,0
CPS1,0,26,12,0,0,1,0,22764.721,11248.6,0,676,17576,144,1728,0,0,273176.66,518232512,126530992,0
CPS1,0,26,14,0,0,0,0,16557.76,14132.81,864.46997,676,17576,196,2744,0,0,231808.64,274159424,199736304,0
CPS1,0,21,12,0,0,1,0,899.30353,2110.79,0,441,9261,144,1728,0,0,10791.643,808746.81,4455434.5,0
CPS1,0,34,8,0,0,1,1,11973.08,12478.55,0,1156,39304,64,512,0,0,95784.641,143354640,155714208,0
CPS1,0,49,12,0,0,1,0,4990.2529,0,2365.8401,2401,117649,144,1728,0,1,59883.035,24902624,0,0
CPS1,0,47,16,0,0,1,0,20299.961,15292.94,14969.37,2209,103823,256,4096,0,0,324799.38,412088416,233874032,0
CPS1,0,17,11,0,0,0,1,0,225.5806,7630.98,289,4913,121,1331,1,0,0,0,50886.605,0
CPS1,0,18,9,0,0,0,1,468.2648,605.12903,1631.41,324,5832,81,729,0,0,4214.3833,219271.92,366181.16,0
CPS1,0,17,8,0,0,0,1,354.62729,879.0484,3252.4761,289,4913,64,512,0,0,2837.0183,125760.52,772726.06,0
CPS1,0,44,12,0,0,1,0,19249.801,20230.65,21435.9,1936,85184,144,1728,0,0,230997.61,370554816,409279200,0
CPS1,0,26,16,0,0,1,0,11393.14,19399.939,22963.869,676,17576,256,4096,0,0,182290.23,129803632,376357664,0
CPS1,0,49,12,0,0,1,0,25862.32,25243.551,25564.67,2401,117649,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,25,12,0,0,1,0,20292.131,21297.68,23894.84,625,15625,144,1728,0,0,243505.56,411770560,453591168,0
CPS1,0,25,12,0,0,1,0,19028.4,19815.289,0,625,15625,144,1728,0,0,228340.81,362080032,392645696,0
CPS1,0,25,12,0,0,1,0,15999.37,13151.71,20812.301,625,15625,144,1728,0,0,191992.44,255979840,172967472,0
CPS1,0,46,12,0,0,1,0,1091.312,1937.129,1065.441,2116,97336,144,1728,0,0,13095.744,1190961.9,3752468.8,0
CPS1,0,50,0,0,0,1,1,10162.72,4218,220.1813,2500,125000,0,0,0,0,0,103280872,17791524,0
CPS1,0,53,3,0,1,1,1,25862.32,24654.529,25564.67,2809,148877,9,27,0,0,77586.961,668859584,607845824,0
CPS1,0,22,12,0,1,0,0,25725.17,8935.5,25564.67,484,10648,144,1728,0,0,308702.03,661784384,79843160,0
CPS1,0,33,10,0,0,1,1,12527.55,11731.98,11560.25,1089,35937,100,1000,0,0,125275.5,156939504,137639360,0
CPS1,0,29,14,0,0,1,0,14187.05,597.96771,0,841,24389,196,2744,0,0,198618.7,201272384,357565.38,0
CPS1,0,37,10,0,0,1,1,25862.32,14003.9,25564.67,1369,50653,100,1000,0,0,258623.2,668859584,196109232,0
CPS1,0,19,12,0,0,0,0,1908.326,3949.4519,628.03381,361,6859,144,1728,0,0,22899.912,3641708.3,15598170,0
CPS1,0,18,12,0,0,0,0,1865.222,0,7134.4639,324,5832,144,1728,0,1,22382.664,3479053.3,0,0
CPS1,0,40,12,0,0,1,0,22396.381,13511.56,15158.52,1600,64000,144,1728,0,0,268756.56,501597888,182562240,0
CPS1,0,39,12,0,0,1,0,5217.5269,6873.0479,4818.8662,1521,59319,144,1728,0,0,62610.32,27222586,47238788,0
CPS1,0,41,11,0,0,1,1,25862.32,25243.551,25564.67,1681,68921,121,1331,0,0,284485.53,668859584,637236864,0
CPS1,0,48,9,0,0,1,1,13221.13,11794.65,10734.21,2304,110592,81,729,0,0,118990.17,174798272,139113776,0
CPS1,0,36,12,0,0,1,0,12182.72,13672.69,14970.85,1296,46656,144,1728,0,0,146192.64,148418656,186942464,0
CPS1,0,44,12,0,0,1,0,19622.061,6907.0649,11415.44,1936,85184,144,1728,0,0,235464.72,385025248,47707548,0
CPS1,0,42,13,0,0,1,0,25862.32,25243.551,25564.67,1764,74088,169,2197,0,0,336210.16,668859584,637236864,0
CPS1,0,25,16,0,0,1,0,0,0,0,625,15625,256,4096,1,1,0,0,0,0
CPS1,0,55,10,0,0,1,1,25862.32,25243.551,25564.67,3025,166375,100,1000,0,0,258623.2,668859584,637236864,0
CPS1,0,49,8,0,0,1,1,25539.039,25243.551,23927.35,2401,117649,64,512,0,0,204312.31,652242496,637236864,0
CPS1,0,18,11,0,0,0,1,4088.99,3002.3711,13374.9,324,5832,121,1331,0,0,44978.891,16719839,9014232,0
CPS1,0,34,12,0,0,1,0,25290.221,25243.551,25564.67,1156,39304,144,1728,0,0,303482.66,639595264,637236864,0
CPS1,0,47,12,1,0,1,0,987.47052,0,0,2209,103823,144,1728,0,1,11849.646,975098,0,0
CPS1,0,36,16,0,1,0,0,2623.458,9014.2744,0,1296,46656,256,4096,0,0,41975.328,6882532,81257144,0
CPS1,0,22,13,0,1,0,0,6404.8428,7882.79,9453.0166,484,10648,169,2197,0,0,83262.953,41022012,62138380,0
CPS1,0,39,14,0,1,1,0,18450.42,14551.74,4471.6011,1521,59319,196,2744,0,0,258305.88,340417984,211753136,0
CPS1,0,55,12,0,1,1,0,11201.13,8140.5972,7419.665,3025,166375,144,1728,0,0,134413.56,125465312,66269324,0
CPS1,0,46,3,0,1,1,1,20029.58,15729.77,19736.52,2116,97336,9,27,0,0,60088.742,401184064,247425648,0
CPS1,0,19,9,0,1,1,1,14608.29,12304.89,10165.28,361,6859,81,729,0,0,131474.61,213402144,151410304,0
CPS1,0,38,12,0,0,1,0,0,9930.9189,22681.631,1444,54872,144,1728,1,0,0,0,98623152,0
CPS1,0,53,4,0,1,1,1,7605.874,0,3562.7991,2809,148877,16,64,0,1,30423.496,57849320,0,0
CPS1,0,17,10,0,1,0,1,0,0,11713.94,289,4913,100,1000,1,1,0,0,0,1
CPS1,0,49,6,0,1,1,1,5407.5762,16204.21,14098.99,2401,117649,36,216,0,0,32445.457,29241880,262576416,0
CPS1,0,17,9,0,0,0,1,1534.106,904.11292,0,289,4913,81,729,0,0,13806.953,2353481,817420.19,0
CPS1,0,44,12,0,1,0,0,21389.32,21156.24,25564.67,1936,85184,144,1728,0,0,256671.84,457503008,447586496,0
CPS1,0,28,18,0,0,1,0,8152.5088,8785.1133,5900.562,784,21952,324,5832,0,0,146745.16,66463400,77178216,0
CPS1,0,44,12,0,0,1,0,22602.1,20205.58,25564.67,1936,85184,144,1728,0,0,271225.19,510854912,408265472,0
CPS1,0,16,10,0,0,0,1,0,1516.403,5084.8569,256,4096,100,1000,1,0,0,0,2299478,0
CPS1,0,50,18,0,0,1,0,9641.5518,10638.1,11279.49,2500,125000,324,5832,0,0,173547.94,92959520,113169160,0
CPS1,0,35,9,0,1,1,1,266.4603,3192.145,16305.24,1225,42875,81,729,0,0,2398.1426,71001.086,10189790,0
CPS1,0,34,17,0,1,1,0,25862.32,25243.551,25564.67,1156,39304,289,4913,0,0,439659.44,668859584,637236864,0
CPS1,0,46,14,1,0,1,0,10915.08,11397.19,13092.66,2116,97336,196,2744,0,0,152811.13,119138976,129895952,0
CPS1,0,19,12,0,0,0,0,0,12797.23,21205.381,361,6859,144,1728,1,0,0,0,163769104,0
CPS1,0,16,10,0,0,0,1,640.68018,947.08063,9485.5273,256,4096,100,1000,0,0,6406.8018,410471.09,896961.69,0
CPS1,0,31,18,0,0,1,0,0,0,0,961,29791,324,5832,1,1,0,0,0,0
CPS1,0,26,14,1,0,0,0,18103.631,16009.06,19149.859,676,17576,196,2744,0,0,253450.83,327741440,256289984,0
CPS1,0,44,17,0,0,1,0,0,0,0,1936,85184,289,4913,1,1,0,0,0,0
CPS1,0,30,18,0,0,1,0,0,0,0,900,27000,324,5832,1,1,0,0,0,0
CPS1,0,42,16,0,0,1,0,25196.17,25243.551,25564.67,1764,74088,256,4096,0,0,403138.72,634846976,637236864,0
CPS1,0,43,15,0,0,1,0,25640.92,24486.24,25564.67,1849,79507,225,3375,0,0,384613.81,657456768,599575936,0
CPS1,0,47,9,0,0,1,1,18938.27,21231.439,25403.6,2209,103823,81,729,0,0,170444.42,358658048,450774016,0
CPS1,0,45,11,0,0,1,1,21322.699,25243.551,0,2025,91125,121,1331,0,0,234549.69,454657504,637236864,0
CPS1,0,25,12,0,0,1,0,23140.9,22674.439,25564.67,625,15625,144,1728,0,0,277690.81,535501280,514130208,0
CPS1,0,30,18,0,0,0,0,25862.32,25243.551,25564.67,900,27000,324,5832,0,0,465521.75,668859584,637236864,0
CPS1,0,30,12,0,0,1,0,17108.32,21838.35,0,900,27000,144,1728,0,0,205299.84,292694624,476913504,0
CPS1,0,35,16,0,0,1,0,23511.199,25243.551,25564.67,1225,42875,256,4096,0,0,376179.19,552776512,637236864,0
CPS1,0,32,12,0,0,1,0,21808.6,21976.211,25564.67,1024,32768,144,1728,0,0,261703.19,475615008,482953856,0
CPS1,0,30,12,0,0,1,0,21320.74,22767.529,7571.8711,900,27000,144,1728,0,0,255848.88,454573952,518360384,0
CPS1,0,35,17,0,0,1,0,25862.32,25243.551,25564.67,1225,42875,289,4913,0,0,439659.44,668859584,637236864,0
CPS1,0,37,9,1,0,1,1,18709.039,18660.529,20596.551,1369,50653,81,729,0,0,168381.34,350028128,348215360,0
CPS1,0,36,9,1,0,1,1,24479.08,20225.27,20937.91,1296,46656,81,729,0,0,220311.72,599225344,409061536,0
CPS1,0,41,14,0,0,1,0,25862.32,25243.551,25564.67,1681,68921,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,18,11,0,0,0,1,76.411407,499.5,0,324,5832,121,1331,0,0,840.52551,5838.7031,249500.25,0
CPS1,0,16,10,0,0,0,1,0,984.67743,0,256,4096,100,1000,1,0,0,0,969589.63,0
CPS1,0,22,12,1,0,1,0,9602.3672,10478.76,21781.689,484,10648,144,1728,0,0,115228.41,92205456,109804408,0
CPS1,0,22,12,1,0,1,0,5758.2852,8958.7744,20862.539,484,10648,144,1728,0,0,69099.422,33157848,80259640,0
CPS1,0,50,12,1,0,1,0,15875.94,13217.95,14815.69,2500,125000,144,1728,0,0,190511.28,252045488,174714208,0
CPS1,0,40,12,0,0,1,0,21747.859,20567.23,25564.67,1600,64000,144,1728,0,0,260974.31,472969376,423010976,0
CPS1,0,39,12,0,0,1,0,25862.32,25243.551,25564.67,1521,59319,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,27,18,0,0,0,0,0,4586.8062,15247.18,729,19683,324,5832,1,0,0,0,21038790,0
CPS1,0,54,12,0,0,1,0,22684.391,22620.73,12141,2916,157464,144,1728,0,0,272212.69,514581568,511697440,0
CPS1,0,40,6,1,0,1,1,15895.53,8724.2422,16995.33,1600,64000,36,216,0,0,95373.18,252667888,76112400,0
CPS1,0,25,14,0,0,1,0,10252.84,7587.3872,18935.59,625,15625,196,2744,0,0,143539.75,105120728,57568444,0
CPS1,0,55,16,0,0,1,0,0,501.29031,21279.26,3025,166375,256,4096,1,0,0,0,251291.98,0
CPS1,0,45,8,0,0,1,1,23714.971,19426.789,22257.52,2025,91125,64,512,0,0,189719.77,562399808,377400128,0
CPS1,0,21,8,0,0,1,1,6481.2549,7095.0479,13194.62,441,9261,64,512,0,0,51850.039,42006664,50339704,0
CPS1,0,41,12,0,0,1,0,25021.801,24351.971,25564.67,1681,68921,144,1728,0,0,300261.63,626090496,593018496,0
CPS1,0,34,12,0,0,1,0,25862.32,25243.551,25564.67,1156,39304,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,16,9,0,0,1,1,0,0,0,256,4096,81,729,1,1,0,0,0,0
CPS1,0,52,12,0,0,1,0,23103.67,21457.02,25564.67,2704,140608,144,1728,0,0,277244.03,533779552,460403680,0
CPS1,0,19,12,0,0,0,0,3799.0181,5165.0811,10339.65,361,6859,144,1728,0,0,45588.219,14432538,26678062,0
CPS1,0,46,12,0,0,1,0,13007.57,7467.4351,0,2116,97336,144,1728,0,0,156090.84,169196880,55762588,0
CPS1,0,23,16,0,0,0,0,13748.18,22407.68,24744.529,529,12167,256,4096,0,0,219970.88,189012448,502104096,0
CPS1,0,30,18,0,0,1,0,7729.3081,23820.24,24202.211,900,27000,324,5832,0,0,139127.55,59742204,567403840,0
CPS1,0,31,16,0,0,0,0,25862.32,25243.551,25564.67,961,29791,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,26,13,0,0,0,0,14763.08,19570.02,23840.16,676,17576,169,2197,0,0,191920.05,217948528,382985664,0
CPS1,0,33,12,0,0,0,0,11116.88,17509.35,25564.67,1089,35937,144,1728,0,0,133402.56,123585016,306577312,0
CPS1,0,32,16,0,0,1,0,25862.32,25243.551,25564.67,1024,32768,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,22,12,0,1,0,0,13166.27,13463.23,15597.4,484,10648,144,1728,0,0,157995.23,173350656,181258576,0
CPS1,0,28,15,0,0,1,0,8309.251,14360.18,10286.45,784,21952,225,3375,0,0,124638.77,69043648,206214768,0
CPS1,0,36,14,1,0,1,0,18973.539,19842.15,22520.551,1296,46656,196,2744,0,0,265629.56,359995200,393710944,0
CPS1,0,49,12,1,0,1,0,25862.32,22703.08,25564.67,2401,117649,144,1728,0,0,310347.84,668859584,515429856,0
CPS1,0,30,13,0,0,0,0,25719.301,25243.551,25564.67,900,27000,169,2197,0,0,334350.91,661482432,637236864,0
CPS1,0,19,12,0,0,0,0,6890.7412,9366.9678,13194.62,361,6859,144,1728,0,0,82688.891,47482316,87740088,0
CPS1,0,51,11,0,0,1,1,25862.32,21449.85,25564.67,2601,132651,121,1331,0,0,284485.53,668859584,460096064,0
CPS1,0,28,14,0,0,1,0,25862.32,25243.551,25564.67,784,21952,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,25,11,1,0,1,1,11896.67,10638.1,16556.449,625,15625,121,1331,0,0,130863.37,141530752,113169160,0
CPS1,0,30,12,1,0,1,0,20725.119,19734.73,21518.65,900,27000,144,1728,0,0,248701.44,429530560,389459584,0
CPS1,0,25,14,0,0,0,0,0,0,0,625,15625,196,2744,1,1,0,0,0,0
CPS1,0,27,12,0,0,1,0,16608.699,24987.529,25564.67,729,19683,144,1728,0,0,199304.39,275848896,624376640,0
CPS1,0,27,13,0,0,0,0,23131.1,25243.551,25564.67,729,19683,169,2197,0,0,300704.28,535047776,637236864,0
CPS1,0,33,14,0,0,1,0,25862.32,22638.631,25564.67,1089,35937,196,2744,0,0,362072.5,668859584,512507616,0
CPS1,0,36,8,0,0,1,1,14864.96,14838.19,17573.119,1296,46656,64,512,0,0,118919.68,220967040,220171888,0
CPS1,0,52,12,0,1,0,0,17668.67,18426,25564.67,2704,140608,144,1728,0,0,212024.03,312181888,339517472,0
CPS1,0,27,12,0,1,1,0,14923.74,15498.82,19972.949,729,19683,144,1728,0,0,179084.88,222718016,240213424,0
CPS1,0,42,16,0,0,1,0,22776.48,22797.971,25257.301,1764,74088,256,4096,0,0,364423.69,518768064,519747456,0
CPS1,0,52,16,0,1,1,0,25862.32,25243.551,25564.67,2704,140608,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,21,15,0,0,0,0,3940.0859,8434.21,25564.67,441,9261,225,3375,0,0,59101.289,15524277,71135896,0
CPS1,0,17,11,0,0,0,1,2413.8169,578.27417,13015.82,289,4913,121,1331,0,0,26551.986,5826512,334401,0
CPS1,0,53,12,0,0,1,0,21218.859,25243.551,25564.67,2809,148877,144,1728,0,0,254626.31,450240000,637236864,0
CPS1,0,50,10,0,0,1,1,8103.5269,24371.66,25564.67,2500,125000,100,1000,0,0,81035.266,65667148,593977792,0
CPS1,0,25,16,0,0,0,0,8548.2813,7012.6938,24293.82,625,15625,256,4096,0,0,136772.5,73073112,49177876,0
CPS1,0,30,17,1,0,0,0,17827.369,5546.4189,14421.13,900,27000,289,4913,0,0,303065.28,317815104,30762764,0
CPS1,0,39,12,0,1,1,0,22982.199,17437.74,25226.27,1521,59319,144,1728,0,0,275786.38,528181472,304074784,0
CPS1,0,47,12,0,1,1,0,25862.32,25243.551,25564.67,2209,103823,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,33,12,1,0,1,0,22999.83,14526.68,7638.3691,1089,35937,144,1728,0,0,275997.97,528992192,211024416,0
CPS1,0,23,14,0,0,1,0,25862.32,25243.551,25564.67,529,12167,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,54,12,0,0,1,0,25862.32,25243.551,23244.641,2916,157464,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,27,14,0,0,1,0,12188.6,17303.471,23982.02,729,19683,196,2744,0,0,170640.39,148561968,299410112,0
CPS1,0,48,7,0,1,1,1,14098.88,19306.84,25564.67,2304,110592,49,343,0,0,98692.156,198778416,372754080,0
CPS1,0,17,7,0,1,0,1,0,0,0,289,4913,49,343,1,1,0,0,0,1
CPS1,0,22,4,0,1,1,1,3181.8491,8076.145,13066.06,484,10648,16,64,0,0,12727.396,10124164,65224120,0
CPS1,0,22,6,0,1,1,1,25738.891,25243.551,25564.67,484,10648,36,216,0,0,154433.34,662490496,637236864,0
CPS1,0,29,13,0,1,1,0,25862.32,24679.6,25564.67,841,24389,169,2197,0,0,336210.16,668859584,609082624,0
CPS1,0,21,10,1,0,0,1,5387.9839,2264.7581,690.09833,441,9261,100,1000,0,0,53879.84,29030370,5129129,0
CPS1,0,36,12,0,0,1,0,17298.369,9211.21,0,1296,46656,144,1728,0,0,207580.44,299233568,84846392,0
CPS1,0,24,12,0,0,1,0,24038.24,25243.551,25564.67,576,13824,144,1728,0,0,288458.88,577836992,637236864,0
CPS1,0,33,12,0,0,1,0,25862.32,25243.551,25564.67,1089,35937,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,39,14,0,0,1,0,25862.32,25241.76,25564.67,1521,59319,196,2744,0,0,362072.5,668859584,637146432,0
CPS1,0,29,12,0,0,1,0,2390.3049,11615.61,25564.67,841,24389,144,1728,0,0,28683.66,5713557.5,134922400,0
CPS1,0,35,12,0,0,1,0,25862.32,25243.551,25564.67,1225,42875,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,34,8,0,1,1,1,25862.32,25243.551,25564.67,1156,39304,64,512,0,0,206898.56,668859584,637236864,0
CPS1,0,54,15,0,0,1,0,0,0,0,2916,157464,225,3375,1,1,0,0,0,0
CPS1,0,23,13,0,0,1,0,13277.95,17323.16,23642.15,529,12167,169,2197,0,0,172613.36,176303968,300091872,0
CPS1,0,51,15,0,0,1,0,246.8676,0,2899.3,2601,132651,225,3375,0,1,3703.0139,60943.613,0,0
CPS1,0,39,15,0,0,1,0,10787.72,0,0,1521,59319,225,3375,0,1,161815.8,116374896,0,0
